action|action_type|disaster_type_title|disaster_type_detail|doc_page|doc_path|doc_title|doc_publisher|date_added|context_geography|context_usertype|notes
Give up your second vehicle.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Don�t idle.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Drive at the posted speed limit.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Use a block heater on a timer|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Keep your vehicle well maintained.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Use ethanol-blended gasoline.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Measure your vehicle�s tire pressure once a month.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Remove roof racks when not in use.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Don�t buy more than you need.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Buy the most fuel-efficient vehicle.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Install one of today�s energy-efficient furnaces|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Use caulking and weather stripping to seal air leaks.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Look for the ENERGY STAR label on windows and sliding glass doors.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Install storm windows|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Replace exterior doors in poor repair with insulated core doors or add storm doors.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Keep your furnace well maintained.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Seal and insulate warm-air ducts.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Upgrade your insulation in walls, basement and attic.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Lower your thermostat in winter, at night and when you are away during the day|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Shut off the pilot light of your natural gas fireplace or wall heater in summer.|risk mitigation|general|general|52|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Install a ceiling fan.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Remove window air conditioners for the winter|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Keep window curtains open during the day in winter.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Keep blinds, curtains and windows closed during the day in summer.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Use fans as your first line of defense against summer heat.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Set your air conditioner at 24�C|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Clean the air conditioner�s filter every month.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Turn off all sources of heat in summer.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Maintain your refrigerator and freezer for better energy use.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Look for an ENERGY STAR qualified refrigerator if you are in the market for a new one.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Unplug that second refrigerator or freezer.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Select the dishwasher�s no-heat or air-drying cycle.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Increase the efficiency of your refrigerator and freezer by keeping them away from heat sources.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Rinse in cold water and wash in warm.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Avoid over-drying clothes.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Install outdoor automatic timers|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Use more-efficient light bulbs|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Ensure your computer system is set up to use its energy-saver option.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Look on the box for ENERGY STAR- qualified equipment.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Use as little paper as possible.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Turn off lights and equipment when a work area isn�t being used.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
If you are buying a laser printer, look for energy-saver features.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Buy a monitor that is the right size for your needs.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Capture rainwater for your garden.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Practice �grass cycling�|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Water your garden or lawn early in the morning.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Avoid using chemical pesticides or fertilizers.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Limit your use of gas-powered lawn mowers.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Maintain your pool efficiently|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Plant trees.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Install a low-flow shower head with a shut-off lever.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Go for a high-efficiency water heater unit.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Take a quick shower instead of a bath.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Avoid running the tap.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Insulate water pipes.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Turn-off your cottage�s water heater.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Recycle all recyclable materials.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Compost your organic kitchen waste.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Pay attention to goods and packaging.|risk mitigation|general|general|53|Actions\ANINTROENGLISH_EC.pdf|An Introduction to Climate Change: A Canadian Perspective|"Science Assessment and Integration Branch | Environment Canada"|2019-10-11|Country=Canada|citizen|
Meet with environmental officers within major Canadian cities to embed CC adaptation into city policy.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Job descriptions of managers, engineers and utility personnel should define responsibilities and reporting requirements to adhere to the updated city policy.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Meet with environmental officers within Canada's major cities to estimate CC risks to critical infrastructure (using such tools as the Public Infrastructure Engineering Vulnerability Committee - PIEVC - protocol).|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
For critical vulnerabilities, implement adaptation immediately.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Determine the extend of change in bioclimatic zones caused by CC in comparison to Canada's National Ecological Framework in collaboration with Environment Canada and provincial conservation authorities.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Next, undertake vulnerability assessments of key species and community types to climatic changes to establish geographical priorities for adaptation on a national and provincial basis.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Develop and support programs such as Ontario's 50 Million Tree Program to increase habitat connectivity in four key localities in Canada in collaboration with Environment Canada and provincial conservation authorities.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
"Establish a national priority to identify, preserve and/or restore wetlands that are ""key capacitors"" within watersheds across Canada in cooperation with Environment Canada and Natural Resources Canada"|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Develop and promote policies to encourage new development on the Peace River (where there is ample water supply), rather than the small South Saskatchewan River, in collaboratoin with multiple government agencies (federal, provincial, municipal) and aboriginal representatives.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Design climate vulnerability assessments with aboriginal communities and Aboriginal Affairs and Northern Development Canada (AANDC).|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Work with aboriginal communities and AANDS to ensure that adaptation policy integrates local and culturally specific knowledge about CC.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Develop adaptation policies to protect threatened local sources of food.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Develop a transportation infrastructure assessment program with AANDC to identify aboriginal communities vulnerable to CC induced isolation, and contingency protocols that address vulnerable locales.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Engage representatives from agricultural producers, businesses, government agencies and the research community to develop agriculture-relevant CC dialogue, with a focus on factoring CC into decision-making in cooperation with the Canadian Federation of Agriculture (CFA).|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Work with the CFA to identify cases where decision-making processes within the agricultural industry can include material considerations of CC risks and opportunities.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
promote building durability and resiliency as a core theme for the National Building Code,|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
develop information on future weather extremes relevant to the building code,|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
pursue building code reforms that support adaptation (i.e. mandatory backwater valves).|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
incorporate adaptation into federal and provincial Disaster Financial Assistance Arrangements,|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
develop and promote insurance programs with incentives for home owners to implement adapation practices.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Intiate an extreme-weather attribution study to identify key variables contributing to weather-related losses by working with the Insurance Bureau of Canada, the insurance industry, and Environment Canada.|risk mitigation|general|general|13|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Estimate the Probability of Matching or Exceeding Climate Thresholds for the Remaining service Life of the Infrastructure|risk mitigation|general|general|31|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Conduct Climate change Related Vulnerability/Risk Assessments to Define Risks|risk mitigation|general|general|31|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Incorporate Adaptation into City Planning Policy|risk mitigation|general|general|32|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Modelling to Prioritize Change and Vulnerability in Bioclimatic Envelopes|risk mitigation|general|general|34|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Increase Habitat Connectivity in Human-Dominated Settled Landscapes|risk mitigation|general|general|34|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Management of Disturbance Regimes|risk mitigation|general|general|35|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Exotic Invasive Species Management|risk mitigation|general|general|35|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Protect and Restore Wetlands and Natural Drainage Systems|risk mitigation|general|general|38|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
